Questionnaire;Département;q1;q2a_1;q2a_2;q2b_1;q2b_2;q2c_1;q2c_2;q3a;q3b;q3b1_1;q3b1_2;q3b1_3;q3b1_4;q3b1_5;q3b1_6;q3b1_7;q3b1_8;q3c;q4a_1;q4a_2;q4a_3;q4a_4;q4a_5;q4a_6;q4b_1;q4b_2;q4b_3;q4b_4;q4b_5;q4b_6;q4c_1;q4c_2;q4c_3;q4c_4;q4c_5;q4c_6;q5;q6;q7;q8;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q10;q11;q11b1;q11b2;q11b3;q11b4;q11b5;q11b6;q11b7;q11b8;q11b9;q11b10;q11b11;q11b12;q11b13;q12;q13;q13b_1;q13b_2;q13b_3;q13b_4;q13b_5;q13b_6;q13b_7;q14;q15;q16_1;q16_2;q16_3;q16_4;q16_5;q16_6;q17;q18;q18b;q19;q20parents_1;q20parents_2;q20parents_3;q20parents_4;q20parents_5;q20parents_6;q20enfants_1;q20enfants_2;q20enfants_3;q20enfants_4;q20enfants_5;q20enfants_6;q21;q21b;q22;q23;q23b;q23b_autre;s1;villesstd;classville;s2;ageaine;s4_1;s4_2;s4_3;s5;s5b;S6_1;age;s8_1;s9_1;s6_2;agecon;s8_2;S9_2;agemen;cspmen;cspgroup;classeage;classenbenfant;classeageaine;;;;;;
1387;2;1;3;2;1;1;1;2;1;1;1;0;1;0;0;0;0;1;1;5;2;3;5;5;5;4;1;4;4;4;4;3;1;1;3;3;3;3;3;5;3;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;1;0;0;0;1;2;995;4;2;1;2;1;1;1;999;999;999;999;999;999;1;2;4;1;1;;HARFLEUR;HARFLEUR;1;2;8;997;997;997;1;1;2;30;1;5;1;30;1;5;30;5;3;2;2;2;;;;;;
1388;2;1;999;1;999;1;999;1;1;1;1;1;0;1;1;1;0;0;1;5;1;5;5;2;1;4;1;4;4;3;1;3;1;3;3;2;1;4;1;3;1;1;1;1;0;0;0;2;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;1;0;0;0;3;2;995;4;1;1;1;2;2;3;2;2;2;2;3;3;1;2;4;1;1;;CRIQUETOT SUR OUVILLE;CRIQUETOTSUROUVILLE;3;2;5;997;997;997;1;999;2;31;1;5;1;31;1;5;31;5;3;2;2;1;;;;;;
1389;2;2;2;2;3;1;2;1;3;1;1;0;0;1;0;0;0;0;2;4;2;3;2;2;2;3;1;1;1;3;2;2;1;1;2;2;2;2;2;2;3;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;2;2;995;2;2;2;2;1;2;999;2;2;2;2;2;3;1;2;3;2;995;;SAINT ANTOINE LA FORET;SAINTANTOINELAFORET;3;2;13;1;5;997;1;999;2;33;1;5;1;33;1;5;33;5;3;2;2;3;;;;;;
1390;2;1;3;3;3;3;2;2;1;3;995;995;995;995;995;995;995;995;2;999;999;999;999;999;999;4;3;999;999;999;3;999;999;999;999;999;999;1;1;1;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2;995;;BOIS GUILLAUME;BOISGUILLAUME;1;4;;6;6;6;1;1;1;54;1;3;2;54;1;3;54;3;1;4;4;1;;;;;;
1391;2;2;1;1;1;1;2;2;2;1;1;1;1;1;1;0;0;0;2;1;1;5;5;5;2;3;3;4;4;4;3;2;2;3;3;3;2;3;3;2;2;1;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;999;0;1;0;0;0;0;3;2;995;3;999;999;999;1;1;999;999;999;999;1;1;999;1;2;2;1;1;;LE HAVRE;LEHAVRE;1;3;25;6;6;6;1;999;2;50;1;5;1;50;1;5;50;5;3;4;3;4;;;;;;
1392;2;1;2;2;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;4;2;2;2;1;2;3;1;1;1;1;3;2;2;1;1;1;1;3;3;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;1;0;0;0;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;4;2;995;;LE HAVRE;LEHAVRE;1;1;11;1;997;997;1;999;2;53;1;5;1;53;1;5;53;5;3;4;1;2;;;;;;
1393;2;2;2;2;1;1;2;2;3;3;995;995;995;995;995;995;995;995;2;5;3;2;5;5;5;4;3;3;3;3;4;3;2;2;3;3;3;1;3;1;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;1;0;0;0;0;3;2;995;2;2;2;2;2;2;3;2;2;2;3;3;3;1;2;2;1;4;;ROUEN;ROUEN;1;1;5;997;997;997;1;999;1;58;1;3;2;58;1;3;58;3;1;4;1;1;;;;;;
1394;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;2;2;2;1;2;3;1;1;3;3;3;3;1;1;2;2;2;2;3;4;999;3;1;1;1;0;0;0;999;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;4;995;;ROUEN;ROUEN;1;2;23;6;5;997;1;999;1;48;1;6;2;48;1;6;48;6;3;3;2;4;;;;;;
1395;2;5;2;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;2;2;2;2;5;5;2;1;1;1;4;4;1;2;2;1;3;3;2;3;1;1;3;0;0;0;0;1;0;2;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;1;0;0;0;0;2;2;995;3;2;2;1;1;1;1;2;2;2;2;2;2;1;2;4;1;1;;LA CERLANGUE;LACERLANGUE;3;3;15;4;997;997;1;1;2;36;1;5;1;36;1;5;36;5;3;2;3;3;;;;;;
1396;2;2;2;2;1;1;1;1;1;2;0;0;0;0;0;0;0;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;3;3;3;3;3;3;3;1;2;2;2;995;;ANGIENS;ANGIENS;3;2;24;6;6;997;1;999;2;53;1;2;1;53;1;2;53;2;1;4;2;4;;;;;;
1397;2;2;3;2;1;1;2;1;2;2;0;0;0;0;0;0;0;0;2;5;3;5;5;2;5;4;1;4;4;3;4;3;1;3;3;1;3;3;2;5;3;0;0;0;1;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;3;2;995;2;2;1;1;2;2;3;2;2;2;3;3;3;1;2;2;2;995;;BIVILLE LA RIVIERE;BIVILLELARIVIERE;3;2;3;997;997;997;1;2;1;29;1;3;2;29;1;3;29;3;1;1;2;1;;;;;;
1398;2;1;2;1;1;1;2;2;2;1;1;0;1;1;0;1;1;0;2;2;3;2;2;3;3;3;1;1;1;1;3;2;2;2;2;2;2;3;2;2;3;1;0;0;1;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;2;2;995;3;2;2;2;2;1;3;2;2;2;2;2;3;1;2;4;4;995;;NOTRE DAME DE GRAVENCHON;NOTREDAMEDEGRAVENCHON;3;4;22;5;5;997;1;1;1;49;1;3;2;49;1;3;49;3;1;3;4;4;;;;;;
1399;2;1;2;2;3;1;2;2;1;3;995;995;995;995;995;995;995;995;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;2;1;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;1;6;;LE HAVRE;LEHAVRE;1;2;5;997;997;997;1;999;1;39;1;5;2;39;1;5;39;5;3;2;2;1;;;;;;
1400;2;2;2;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0;2;3;2;2;5;5;3;3;3;1;4;4;3;3;2;1;3;3;3;3;2;2;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;999;999;;PAVILLY;PAVILLY;2;1;17;2;997;997;1;999;1;42;1;5;2;42;1;5;42;5;3;3;1;3;;;;;;
1401;2;3;3;3;3;3;2;2;2;1;1;1;1;0;0;1;0;0;2;2;3;2;3;2;3;1;3;3;3;3;3;1;2;1;1;2;2;1;2;2;1;0;0;0;0;0;1;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;1;0;0;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;2;1;5;;MORGNY LA POMMERAYE;MORGNYLAPOMMERAYE;3;3;19;5;5;997;1;999;1;46;1;2;2;46;1;2;46;2;1;3;3;4;;;;;;
1402;2;2;2;2;1;1;2;2;2;1;0;0;1;0;0;0;1;0;999;5;3;3;5;2;5;4;2;2;4;2;4;3;1;1;3;2;3;2;2;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;1;0;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;4;;FONTAINE LA MALLET;FONTAINELAMALLET;2;2;4;997;997;997;1;999;2;37;1;5;1;37;1;5;37;5;3;2;2;1;;;;;;
1403;2;1;4;3;1;1;1;1;1;1;1;0;0;1;1;0;1;0;2;2;2;2;1;2;2;1;3;3;3;1;1;1;2;2;1;1;2;3;3;2;3;1;1;0;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;995;995;995;995;995;995;995;995;3;2;0;1;0;0;0;0;3;1;3;4;2;1;1;1;1;3;2;2;2;2;2;3;1;2;4;2;995;;RAFFETOT;RAFFETOT;3;5;24;5;5;4;1;1;1;48;1;4;2;48;1;4;48;4;2;3;4;4;;;;;;
1404;2;2;999;999;1;1;2;2;2;1;1;0;1;1;0;0;0;0;1;1;1;2;5;1;1;3;1;3;4;3;3;2;2;2;3;2;2;3;4;1;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;999;995;995;995;995;995;995;995;3;2;1;0;0;0;0;0;3;2;995;4;1;1;1;1;1;3;1;1;1;1;1;3;1;2;3;1;6;;FECAMP;FECAMP;2;3;16;2;4;997;1;2;2;34;1;6;1;34;1;6;34;6;3;2;3;3;;;;;;
1405;2;2;3;3;1;1;1;1;2;1;0;1;1;0;0;0;1;0;1;5;2;3;5;3;5;4;1;3;4;3;4;3;1;1;3;1;3;3;3;5;3;0;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;999;995;995;995;995;995;995;995;999;1;1;0;0;0;0;0;3;999;999;4;1;1;1;1;1;3;2;2;2;2;2;3;1;2;3;4;995;;OUAINVILLE;OUAINVILLE;3;2;7;997;997;997;1;999;2;29;2;8;1;29;1;8;29;8;4;1;2;2;;;;;;
1406;2;1;3;2;1;1;1;1;2;1;1;1;1;0;0;1;0;1;1;5;4;999;2;5;3;3;3;3;2;3;3;1;1;1;2;3;3;3;3;5;2;1;0;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;1;0;4;999;0;0;0;0;0;1;2;1;995;3;3;1;3;3;3;3;3;3;3;3;3;3;1;2;3;4;995;;999;999;999;3;23;5;6;5;1;999;2;44;1;5;1;44;1;5;44;5;3;3;3;4;;;;;;
1407;2;2;2;2;1;1;1;1;2;1;1;0;0;1;0;0;1;0;1;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;3;3;5;3;1;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;1;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;999;2;2;2;2;2;999;1;2;4;4;995;;SAINT LAURENT DE BREVEDENT;SAINTLAURENTDEBREVEDENT;2;1;13;997;997;997;1;999;2;56;2;7;1;56;2;7;56;7;4;4;1;3;;;;;;
1408;2;2;2;2;3;3;2;2;2;3;995;995;995;995;995;995;995;995;2;2;3;3;5;3;2;1;1;3;4;3;1;2;1;1;3;2;1;2;3;2;2;0;0;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;1;0;0;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;3;;TRINITE DU MONT;TRINITEDUMONT;2;2;3;997;997;997;1;2;2;27;2;8;1;27;1;8;27;8;4;1;2;1;;;;;;
1409;2;2;3;2;3;1;2;1;2;3;995;995;995;995;995;995;995;995;2;5;3;5;5;5;5;4;3;4;4;4;4;3;2;3;3;3;3;2;3;2;3;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;1;3;1;2;;GONNEVILLE SUR SCIE;GONNEVILLESURSCIE;3;1;2;997;997;997;1;999;2;33;1;5;1;33;1;5;33;5;3;2;1;1;;;;;;
1410;2;1;2;999;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;5;2;5;5;2;2;4;1;4;4;3;3;3;1;3;3;2;2;3;3;2;2;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;2;2;995;3;2;2;2;1;1;3;2;2;2;2;2;3;1;999;4;4;995;;999;999;999;1;4;997;997;997;1;999;2;30;1;5;1;30;1;5;30;5;3;2;1;1;;;;;;
1411;2;2;2;3;3;3;2;2;2;1;0;0;1;0;0;0;0;0;999;3;2;3;2;3;3;3;3;3;2;999;999;2;2;2;2;2;2;2;2;2;2;0;0;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;2;;BARENTIN;BARENTIN;2;2;18;3;997;997;1;2;1;47;1;5;2;47;1;5;47;5;3;3;2;4;;;;;;
1412;2;1;1;1;3;3;1;1;1;1;1;0;1;1;0;1;0;0;1;3;1;1;1;1;1;3;2;2;2;1;1;1;1;1;1;1;1;4;4;4;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;2;2;995;4;1;1;1;1;1;3;2;2;2;2;3;3;1;2;4;1;6;;MONTVILLE;MONTVILLE;2;2;13;997;997;997;1;999;2;40;1;5;1;40;1;5;40;5;3;3;2;3;;;;;;
1413;2;2;2;3;1;1;1;2;2;1;1;0;1;1;0;0;0;0;2;5;3;3;5;5;5;4;1;3;4;4;4;3;2;2;3;3;3;3;3;2;3;0;1;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;3;2;2;1;2;1;3;2;2;2;2;3;3;1;2;3;2;995;;GRUCHET LE VALASSE;GRUCHETLEVALASSE;2;2;4;997;997;997;1;999;2;31;1;5;1;31;1;5;31;5;3;2;2;1;;;;;;
1414;2;2;3;2;3;1;2;1;2;1;1;0;0;0;0;1;0;0;999;2;4;4;5;5;5;3;3;3;4;4;4;2;2;2;3;3;3;3;3;5;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;1;0;0;0;0;3;2;995;3;2;2;2;1;1;3;2;2;2;3;3;3;1;2;3;2;995;;LA MAILLERAYE;LAMAILLERAYE;3;1;4;997;997;997;1;999;2;40;1;5;1;40;1;5;40;5;3;3;1;1;;;;;;
1415;2;2;2;2;3;3;2;2;2;3;995;995;995;995;995;995;995;995;2;5;2;3;5;5;5;4;1;3;4;4;4;3;1;2;3;3;3;3;3;5;2;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;0;1;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;1;;GRUCHET LE VALASSE;GRUCHETLEVALASSE;2;1;3;997;997;997;1;999;2;28;1;5;1;28;1;5;28;5;3;1;1;1;;;;;;
1416;2;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;2;1;2;5;3;2;2;2;2;4;2;2;2;2;2;3;3;2;3;4;5;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;1;2;995;4;1;1;1;2;1;1;2;2;2;2;2;2;1;2;4;1;1;;INCHEVILLE;INCHEVILLE;3;3;6;997;997;997;1;999;1;33;1;6;2;33;1;6;33;6;3;2;3;2;;;;;;
1417;2;1;2;2;1;1;2;2;1;999;1;0;0;0;1;0;1;0;1;3;2;2;1;4;2;2;2;2;1;1;3;2;1;999;2;1;2;3;3;3;2;0;1;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;1;0;0;0;0;0;2;999;4;4;2;1;2;1;1;3;2;2;2;2;2;3;1;2;3;999;3;;ROSAY;ROSAY;3;2;17;4;997;997;1;2;2;45;2;8;1;45;1;8;45;8;4;3;2;3;;;;;;
1418;2;2;3;3;3;1;2;1;2;1;1;0;1;0;0;1;0;0;2;5;4;4;5;4;5;4;3;3;4;3;4;3;1;1;3;1;3;3;3;5;2;1;1;0;1;0;0;2;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;1;0;0;0;0;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;2;;NEUFBOSC;NEUFBOSC;3;3;10;997;997;997;1;2;2;36;1;5;1;36;1;5;36;5;3;2;3;2;;;;;;
1419;2;2;3;1;1;2;1;2;1;1;1;1;1;1;0;0;0;0;2;2;2;2;999;5;2;3;1;3;3;4;2;2;1;2;2;3;2;3;2;1;2;1;1;0;1;0;0;999;2;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;2;1;4;2;2;2;2;2;2;999;2;2;2;2;2;3;1;2;4;4;995;;CRITOT;CRITOT;3;3;20;6;3;3;1;999;2;42;1;5;1;42;1;5;42;5;3;3;3;4;;;;;;
1420;2;2;3;2;1;999;1;2;1;1;1;0;0;0;0;0;0;1;1;4;2;3;5;3;2;3;1;3;4;3;1;2;1;1;3;1;1;3;2;1;2;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;0;1;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;995;;FONTAINE LA MALLET;FONTAINELAMALLET;2;2;6;997;997;997;1;999;2;33;1;4;1;33;1;4;33;4;2;2;2;2;;;;;;
1421;2;2;1;1;3;1;2;2;2;1;1;1;1;0;0;0;0;1;2;1;2;1;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3;0;0;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;2;2;2;1;2;2;999;2;2;2;2;2;2;1;2;3;1;6;;MONTIVILLIERS;MONTIVILLIERS;2;3;23;6;5;5;1;2;2;52;2;8;1;52;1;8;52;8;4;4;3;4;;;;;;
1422;2;2;3;2;3;1;2;2;2;1;0;0;0;0;1;1;1;0;1;3;2;3;5;2;1;3;1;1;4;3;1;2;1;1;3;2;1;2;2;1;2;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;4;;SAINTE BEUVE EN RIVIERE;SAINTEBEUVEENRIVIERE;3;3;14;1;997;997;1;999;2;39;1;4;1;39;1;4;39;4;2;2;3;3;;;;;;
1423;2;2;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;3;2;2;2;3;4;2;2;2;1;1;2;2;2;2;3;1;1;3;3;5;2;0;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;3;1;4;2;2;999;999;999;999;999;999;999;999;999;999;999;1;2;2;1;2;;LE HAVRE;LEHAVRE;1;4;18;2;6;997;1;1;1;42;2;8;2;42;2;8;42;8;4;3;4;4;;;;;;
1424;2;2;2;2;1;2;1;1;2;1;0;1;1;1;0;0;0;0;1;5;2;3;5;3;5;4;1;2;4;2;4;3;1;1;3;2;3;3;2;2;2;0;1;0;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;ROSAY;ROSAY;3;2;2;997;997;997;1;999;2;28;1;3;1;28;1;3;28;3;1;1;2;1;;;;;;
1425;2;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;2;1;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;3;4;2;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;1;0;0;0;0;0;2;2;995;3;2;1;1;2;2;999;999;999;999;999;999;2;1;1;4;2;995;;OCTEVILLE SUR MER;OCTEVILLESURMER;2;2;15;1;1;997;1;999;1;38;2;8;2;38;1;8;38;8;4;2;2;3;;;;;;
1426;2;1;2;1;1;1;1;1;1;2;1;0;1;1;1;0;0;1;1;5;3;2;2;3;2;4;3;2;2;3;2;3;1;1;1;1;1;3;3;5;3;1;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;2;999;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;4;6;;NOTRE DAME DE GRAVENCHON;NOTREDAMEDEGRAVENCHON;3;2;10;997;997;997;1;999;2;35;1;6;1;35;1;6;35;6;3;2;2;2;;;;;;
1427;2;2;3;3;2;2;2;2;2;1;0;1;0;1;0;0;0;0;1;2;3;2;5;3;2;2;1;2;4;3;1;2;1;2;3;2;1;3;3;5;3;1;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;2;2;995;4;2;2;2;1;1;1;2;3;2;1;3;3;1;2;3;1;1;;NOTRE DAME DE GRAVENCHON;NOTREDAMEDEGRAVENCHON;3;2;14;997;997;997;1;999;2;43;1;1;1;43;1;1;43;1;1;3;2;3;;;;;;
1428;2;2;3;1;2;2;1;2;2;2;0;0;0;0;0;0;0;0;1;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2;999;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;999;0;0;0;0;0;0;999;999;999;3;2;2;2;2;2;999;999;999;999;999;999;999;1;2;3;4;995;;ALVIMARE;ALVIMARE;3;3;22;6;6;6;1;999;2;50;1;5;1;50;1;5;50;5;3;4;3;4;;;;;;
1429;2;2;3;4;3;3;1;1;2;1;1;0;1;0;0;0;1;0;2;5;3;2;5;4;5;4;3;3;3;1;4;3;2;1;3;2;2;1;2;1;2;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;2;995;3;2;2;2;2;2;3;2;2;2;2;2;2;1;2;3;1;3;;SAINT NICOLAS DE LA TAILLE;SAINTNICOLASDELATAILLE;3;2;9;997;997;997;1;999;2;39;1;5;1;39;1;4;39;4;2;2;2;2;;;;;;
1430;2;1;2;2;3;1;1;1;1;1;0;0;1;1;0;1;0;0;2;5;3;2;5;2;2;4;2;2;4;2;2;3;1;1;3;2;1;3;3;5;3;0;0;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;1;0;0;0;0;2;2;995;4;2;2;2;1;2;3;2;2;2;2;2;3;1;2;4;1;6;;999;999;999;2;15;2;1;997;1;999;2;40;1;4;1;40;1;4;40;4;2;3;2;3;;;;;;
1431;2;1;2;2;3;3;2;2;1;3;995;995;995;995;995;995;995;995;1;1;1;1;1;1;1;999;999;999;999;999;999;999;999;999;999;999;999;999;4;1;1;1;0;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;1;999;999;999;999;999;999;999;999;999;999;999;999;2;995;2;4;995;;999;999;999;4;22;6;6;3;1;2;2;43;2;8;1;43;1;8;43;8;4;3;4;4;;;;;;
1432;2;2;1;2;1;1;1;1;2;1;1;0;0;1;1;0;0;0;1;2;3;3;4;4;3;3;1;3;3;3;3;1;1;1;1;1;1;4;3;3;3;1;1;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;1;0;0;0;2;2;995;4;2;2;1;1;1;3;2;2;2;2;2;3;1;1;3;4;995;;BAILLEUL  NEUVILLE;BAILLEULNEUVILLE;3;2;21;6;2;997;1;2;2;44;1;5;1;44;1;5;44;5;3;3;2;4;;;;;;
1433;2;1;2;2;1;1;2;2;1;1;1;0;1;1;0;0;0;0;2;2;1;2;5;2;3;3;3;3;4;3;1;2;2;2;3;2;1;2;2;2;3;0;0;1;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;1;0;0;0;0;2;2;0;0;0;1;0;0;3;2;995;4;2;2;2;2;2;1;2;2;2;2;2;2;1;2;4;2;995;;NOTRE DAME DE GRAVENCHON;NOTREDAMEDEGRAVENCHON;3;3;18;997;997;2;1;999;2;57;1;4;1;57;1;4;57;4;2;4;3;4;;;;;;
1434;2;2;3;3;1;1;1;2;1;1;0;0;1;1;0;0;0;0;2;5;3;2;5;2;2;4;2;2;3;2;1;3;2;2;2;2;2;3;3;999;3;0;1;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;3;2;995;3;2;1;2;1;1;2;2;2;2;2;2;2;1;2;3;1;3;;NEUFCHATEL EN BRAY;NEUFCHATELENBRAY;3;3;15;2;1;997;1;999;2;38;1;5;1;38;1;5;38;5;3;2;3;3;;;;;;
